0.500442	-0.500442
0.502427	-0.502427
0.501007	-0.501007
0.499567	-0.499567
0.501490	-0.501490
0.498572	-0.498572
0.497693	-0.497693
0.500388	-0.500388
0.502621	-0.502621
0.503081	-0.503081
0.499819	-0.499819
0.503712	-0.503712
0.502957	-0.502957
0.502431	-0.502431
0.501925	-0.501925
0.501606	-0.501606
0.503530	-0.503530
0.501124	-0.501124
0.500980	-0.500980
0.502821	-0.502821
0.503244	-0.503244
0.501120	-0.501120
0.504344	-0.504344
0.503525	-0.503525
0.503933	-0.503933
0.504068	-0.504068
0.501590	-0.501590
0.496683	-0.496683
0.503742	-0.503742
0.499970	-0.499970
0.504532	-0.504532
0.500864	-0.500864
0.497789	-0.497789
0.497051	-0.497051
0.497145	-0.497145
0.498538	-0.498538
0.499896	-0.499896
0.497085	-0.497085
0.501965	-0.501965
0.500469	-0.500469
0.498269	-0.498269
0.495312	-0.495312
0.499219	-0.499219
0.500120	-0.500120
0.500884	-0.500884
0.498615	-0.498615
0.498183	-0.498183
0.501124	-0.501124
0.501968	-0.501968
0.500006	-0.500006
0.501242	-0.501242
0.500212	-0.500212
0.500088	-0.500088
0.499542	-0.499542
0.497848	-0.497848
0.498440	-0.498440
0.500061	-0.500061
0.500667	-0.500667
0.497632	-0.497632
0.501401	-0.501401
0.498270	-0.498270
0.501929	-0.501929
0.499719	-0.499719
0.499598	-0.499598
0.502929	-0.502929
0.500829	-0.500829
0.500506	-0.500506
0.496702	-0.496702
0.496922	-0.496922
0.501339	-0.501339
0.498813	-0.498813
0.500892	-0.500892
0.501100	-0.501100
0.497350	-0.497350
0.501498	-0.501498
0.500609	-0.500609
0.498116	-0.498116
0.500724	-0.500724
0.497215	-0.497215
0.501641	-0.501641
0.499593	-0.499593
0.496639	-0.496639
0.497627	-0.497627
0.499712	-0.499712
0.501107	-0.501107
0.498608	-0.498608
0.500430	-0.500430
0.502346	-0.502346
0.499848	-0.499848
0.498852	-0.498852
0.501844	-0.501844
0.498818	-0.498818
